Strain,Clade,preserve
USA/IA-GMF-49510/2021,20G,0
USA/MA-MGH-03647/2021,20G,0
Aruba/AW-RIVM-10777/2021,20G,0
USA/UT-UPHL-2102970273/2021,20G,0
USA/MS-CDC-LC0003628/2021,20G,0
Bermuda/204990921/2020,20G,0
USA/MO-CDC-LC0005536/2021,20G,0
USA/IA-GMF-25157/2020,20G,0
USA/WI-GMF-49268/2021,20G,0
USA/AL-HGSC-JGPP/2021,20G,0
USA/WI-GMF-36510/2020,20G,0
USA/SD-CDC-2-3766714/2020,20G,0
Australia/NSW1320/2020,20G,0
USA/AK-CDC-STM-000004274/2021,20G,0
USA/MI-MDHHS-SC22706/2020,20G,0
USA/IA-GMF-25958/2020,20G,0
USA/WI-GMF-33591/2020,20G,0
USA/IA-GMF-36354/2020,20G,0
USA/UT-UPHL-2012704031/2020,20G,0
USA/VA-DCLS-2342/2020,20G,0
USA/OH-NM-4564/2020,20G,0
USA/TX-HHD-2102094449/2021,20G,0
USA/AL-SL-03/2021,20G,0
USA/AL-SL-02/2021,20G,0
USA/SC-USAFSAM-S0046/2021,20G,0
USA/WI-UW-2918/2021,20G,0
Australia/QLD1474/2020,20G,0
USA/MT-CDC-2-3714260/2020,20G,0
USA/NY-Wadsworth-251016-01/2020,20G,0
USA/NV-CDC-STM-0000014-H06/2021,20G,0
USA/WY-WPHL-20170908/2020,20G,0
USA/KS-KHEL-0093/2021,20G,0
USA/DC-CDC-2-3774007/2020,20G,0
USA/ME-HETL-J0604/2020,20G,0
USA/MN-MDH-2199/2020,20G,0
Australia/WA558/2020,20G,0
USA/WI-UW-2414/2020,20G,0
USA/MN-GMF-40049/2020,20G,0
USA/MI-MDHHS-SC22726/2020,20G,0
USA/IL-IDPH-I-000749/2020,20G,0
USA/WI-WSLH-201593/2020,20G,0
USA/IL-CDC-LC00001910/2020,20G,0
NewZealand/20CV0672/2020,20G,0
NewZealand/20CV0658/2020,20G,0
NewZealand/20CV0674/2020,20G,0
NewZealand/20CV0675/2020,20G,0
USA/TN-CDC-LC0003669/2021,20G,0
USA/PA-CDC-LC00002063/2020,20G,0
USA/CO-CDPHE-2100170743/2020,20G,0
USA/WI-UW-2360/2020,20G,0
USA/AZ-TG710972/2021,20G,0
Poland/2142281467-gx1/2021,20B,0
Sweden/20-23815/2020,20B,0
Finland/HEL-12-85/2021,20B,0
NorthMacedonia/15669/2020,20B,0
USA/IL-NM-2803/2020,20B,0
USA/IL-NM-3008/2020,20B,0
Peru/LIM-UPCH-0202/2020,20B,0
Algeria/G38599-8859/2020,20B,0
Peru/LIM-UPCH-0176/2020,20B,0
Peru/AMA-UPCH-0264/2020,20B,0
USA/WY-UNM-WY00113/2020,20B,0
Austria/CeMM1766/2020,20B,0
Turkey/HSGM-17243/2020,20B,0
Serbia/Lipljan-005360911/2020,20B,0
Peru/ANC-UPCH-0299/2020,20B,0
Algeria/G35155-8850/2020,20B,0
Mexico/ZAC-InDRE-72/2020,20B,0
Mexico/MEX-InDRE_121/2020,20B,0
USA/UT-UPHL-2012527409/2020,20B,0
Mexico/MEX-InDRE_228/2021,20B,0
Mexico/TLA-InDRE_141/2020,20B,0
USA/MI-UM-10038151463/2021,20B,0
Mexico/OAX-InDRE_171/2020,20B,0
Mexico/CMX-INMEGEN-11-13/2020,20B,0
Mexico/GRO-InDRE_173/2020,20B,0
Mexico/MEX-InDRE_215/2021,20B,0
Mexico/CMX-InDRE_220/2020,20B,0
Mexico/PUE-InDRE_157/2020,20B,0
Mexico/VER-InDRE_169/2020,20B,0
Mexico/TLA-InDRE_174/2020,20B,0
Mexico/NLE-UANL-029/2020,20B,0
USA/OR-OHSU-5785/2020,20B,0
Mexico/TLA-InDRE_176/2020,20B,0
Mexico/CMX-INMEGEN-01-03-12/2021,20B,0
Mexico/CMX-INMEGEN-01-03-16/2021,20B,0
USA/IN-PU-LH000093800/2020,20B,0
Mexico/CMX-INMEGEN-01-02-14/2020,20B,0
Mexico/CMX-InDRE_218/2020,20B,0
Mexico/MEX-InDRE_170/2020,20B,0
Mexico/MOR-InDRE_172/2020,20B,0
Mexico/GRO-InDRE_159/2020,20B,0
Mexico/CMX-INMEGEN-12-03-09/2020,20B,0
Mexico/AGS-InDRE-80/2020,20B,0
Mexico/MEX-InDRE_124/2020,20B,0
Mexico/VER-InDRE_112/2021,20B,0
USA/NM-USAFSAM-S472/2020,20B,0
USA/NE-USAFSAM-S702/2020,20B,0
USA/WY-WPHL-21004608/2021,20B,0
USA/AZ-WL-CVG00128/2020,20B,0
USA/AZ-ASPHL-2851/2020,20B,0
Mexico/GRO-InDRE_120/2020,20B,0
Mexico/CMX-InDRE_166/2020,20B,0
Taiwan/CGMH-CGU-37/2020,20B,0
USA/AZ-CDC-IR9N-5372/2020,20B,0
Mexico/GRO-InDRE_146/2020,20B,0
USA/CO-CDC-2-3714058/2020,20B,0
USA/CO-CDPHE-2010200815/2020,20B,0
USA/CO-CDPHE-2100178578/2020,20B,0
USA/CO-CDPHE-2100173430/2020,20B,0
Mexico/SLP-InDRE_130/2020,20B,0
Israel/CVL-55/2020,20B,0
Mexico/MIC-InDRE_191/2020,20B,0
Mexico/GTO-InDRE_142/2020,20B,0
Mexico/QRO-InDRE_144/2020,20B,0
Brazil/SP-966/2020,20B,0
Brazil/SP-1105/2020,20B,0
Brazil/SP-779/2020,20B,0
Mexico/NLE-UANL-015/2021,20B,0
Brazil/RJ-00416/2020,20B,0
Brazil/SP-415/2020,20B,0
Brazil/RJ-00417/2020,20B,0
Brazil/RJ-00423/2020,20B,0
Brazil/AM-IEC-177302/2020,20B,0
Brazil/AM-L70-CD1735/2020,20B,0
Colombia/AMA-INS-VG-632/2021,20B,0
Brazil/AM-L70-CD1717/2020,20B,0
Brazil/AM-20843044TM/2020,20B,0
Brazil/SP-L7-CD81/2020,20B,0
Brazil/TO-1186/2020,20B,0
Brazil/TO-1172/2020,20B,0
Brazil/TO-1180/2020,20B,0
Brazil/TO-1177/2020,20B,0
Brazil/PA-IEC164747/2020,20B,0
Brazil/AM-20142492MG/2020,20B,0
Brazil/AM-20842378LB/2020,20B,0
Brazil/AM-20142279MP/2020,20B,0
Brazil/AM-20842350OC/2020,20B,0
Brazil/AM-L71-CD1748/2020,20B,0
Brazil/SP-BT13022/2021,20J/501Y.V3,0
Colombia/AMA-INS-VG-367/2021,20J/501Y.V3,0
Brazil/SP-L98-CD87586/2021,20J/501Y.V3,0
Peru/LIM-INS-175/2021,20J/501Y.V3,0
Brazil/AM-L70-CD1737/2020,20J/501Y.V3,0
Brazil/SP-L98-CD87972/2021,20J/501Y.V3,0
Japan/IC-0561/2021,20J/501Y.V3,0
Brazil/SP-L98-CD87967/2021,20J/501Y.V3,0
Japan/YCH0127/2021,20J/501Y.V3,0
Brazil/RS-8680/2021,20J/501Y.V3,0
Brazil/RO-1206/2021,20J/501Y.V3,0
Brazil/SP-1390/2021,20J/501Y.V3,0
Brazil/AM-IEC-177294/2020,20J/501Y.V3,0
Brazil/AM-IEC-177293/2020,20J/501Y.V3,0
Brazil/AM-1063/2021,20J/501Y.V3,0
Brazil/RS-9108/2021,20J/501Y.V3,0
Brazil/RS-9109/2021,20J/501Y.V3,0
Colombia/AMA-INS-VG-636/2021,20J/501Y.V3,0
Colombia/AMA-INS-VG-639/2021,20J/501Y.V3,0
Colombia/AMA-INS-VG-633/2021,20J/501Y.V3,0
Colombia/AMA-INS-VG-637/2021,20J/501Y.V3,0
Colombia/AMA-INS-VG-635/2021,20J/501Y.V3,0
Brazil/AM-IEC-177328/2020,20J/501Y.V3,0
Brazil/RO-1207/2021,20J/501Y.V3,0
Brazil/RO-1196/2021,20J/501Y.V3,0
Japan/IC-0562/2021,20J/501Y.V3,0
Brazil/AM-1048/2021,20J/501Y.V3,0
Brazil/RR-1085/2021,20J/501Y.V3,0
Brazil/RR-1087/2021,20J/501Y.V3,0
Brazil/RO-1197/2021,20J/501Y.V3,0
Brazil/RO-1208/2021,20J/501Y.V3,0
Brazil/RS-9116/2021,20J/501Y.V3,0
Brazil/RO-1195/2021,20J/501Y.V3,0
Brazil/RO-1194/2021,20J/501Y.V3,0
Brazil/AM-1073/2021,20J/501Y.V3,0
Brazil/AM-1074/2021,20J/501Y.V3,0
Brazil/AM-IEC-177292/2020,20J/501Y.V3,0
Brazil/PA-IEC-177366/2021,20J/501Y.V3,0
Brazil/BA-30/2020,20B,0
Brazil/GO-1023/2020,20B,0
Brazil/AM-IEC-177300/2020,20B,0
Brazil/SP-L22-CD483/2020,20B,0
Singapore/1451/2020,20B,0
Brazil/RS-00666/2020,20B,0
Brazil/RS-8711/2021,20B,0
Brazil/RS-00622/2020,20B,0
Brazil/RS-00652/2020,20B,0
Brazil/PB-29642/2020,20B,0
Brazil/PB-29645/2020,20B,0
Brazil/RS-8800/2021,20B,0
Brazil/RS-15289/2020,20B,0
Brazil/RS-82997/2020,20B,0
Brazil/RS-83109/2020,20B,0
Brazil/RS-00620/2020,20B,0
Brazil/RS-00688/2020,20B,0
Brazil/RJ-00420/2020,20B,0
Brazil/RJ-00419/2020,20B,0
Brazil/SP-916/2020,20B,0
Brazil/TO-1184/2020,20B,0
Brazil/SP-935/2020,20B,0
Brazil/SP-913/2020,20B,0
Brazil/SP-L98-CD87973/2021,20B,0
Brazil/SP-940/2020,20B,0
Brazil/SP-1004/2020,20B,0
Brazil/SP-932/2020,20B,0
Brazil/SP-918/2020,20B,0
Brazil/SP-HIAE-ID27/2020,20B,0
Brazil/RS-8679/2021,20B,0
Brazil/PA-IEC-177368/2021,20B,0
Brazil/SP-872/2020,20B,0
Brazil/GO-1190R2/2020,20B,0
Brazil/SP-1407/2021,20B,0
Brazil/AM-L71-CD1742/2020,20B,0
Brazil/SP-1399/2021,20B,0
Brazil/DF-1028R1/2020,20B,0
Brazil/RJ-00544/2020,20B,0
Brazil/CE-IEC-177345/2021,20B,0
Brazil/PA-IEC176597/2020,20B,0
Brazil/PA-IEC176740/2020,20B,0
Brazil/PA-IEC-177358/2021,20B,0
Argentina/PAIS-E0103/2020,20B,0
Brazil/RJ-00553/2020,20B,0
Australia/VIC18004/2020,20B,0
Brazil/RJ-00555/2020,20B,0
Argentina/PAIS-E0100/2020,20B,0
Brazil/RJ-00545/2020,20B,0
Brazil/RJ-00557/2020,20B,0
Brazil/RJ-00537/2020,20B,0
Brazil/RJ-00542/2020,20B,0
Brazil/SP-902/2020,20B,0
Brazil/SP-986/2020,20B,0
Argentina/PAIS-E0102/2020,20B,0
Brazil/RS-8629/2021,20B,0
Brazil/AP-IEC-177394/2020,20B,0
Brazil/PA-IEC-177363/2021,20B,0
Brazil/SP-HIAE-ID04/2020,20B,0
Brazil/PA-IEC-177356/2021,20B,0
Brazil/PA-IEC176564/2020,20B,0
Brazil/PA-IEC176585/2020,20B,0
Brazil/RJ-00548/2020,20B,0
Brazil/RJ-00549/2020,20B,0
Brazil/PA-IEC-176952/2020,20B,0
Argentina/PAIS-E0101/2020,20B,0
Brazil/BA-2/2020,20B,0
Argentina/C97133/2020,20B,0
Brazil/RS-00682/2020,20B,0
Brazil/RS-31784/2020,20B,0
Brazil/PR-28601/2020,20B,0
Brazil/SP-1019/2021,20B,0
USA/OH-JML-COHFEB002/2021,20B,0
Brazil/RS-8584/2021,20B,0
Brazil/RS-83150/2020,20B,0
Brazil/RS-8648/2021,20B,0
USA/VI-CDC-STM-000005664/2021,20B,0
Brazil/PA-IEC-177049/2020,20B,0
Brazil/CE-IEC-177341/2021,20B,0
Brazil/RS-00604/2020,20B,0
Brazil/RS-00660/2020,20B,0
Brazil/RS-00675/2020,20B,0
Brazil/RS-00665/2020,20B,0
NewZealand/20CV0550/2020,20B,0
Peru/LIM-UPCH-0158/2020,20D,0
Australia/VIC354/2020,20D,0
Uruguay/UY-NYUMC861/2020,20D,0
Peru/LIM-UPCH-0164/2020,20D,0
Peru/LIM-UPCH-0154/2020,20D,0
Argentina/PAIS-F0049/2020,20D,0
Argentina/PAIS-F0055/2020,20D,0
Canada/MB-NML-1560/2020,20D,0
Canada/MB-NML-1151/2020,20D,0
Canada/MB-NML-2880/2020,20D,0
Peru/LAM-HRL-187/2020,20D,0
Peru/LIM-UPCH-0288/2020,20D,0
Peru/LIM-UPCH-0292/2020,20D,0
Peru/LIM-UPCH-0362/2020,20D,0
Peru/LIM-UPCH-0348/2020,20D,0
Peru/CAL-INS-105/2020,20D,0
Peru/LIM-UPCH-0104/2020,20D,0
Peru/LIM-UPCH-0191/2020,20D,0
Peru/LIM-UPCH-0196/2020,20D,0
Colombia/VAC-INS-VG-101/2020,20D,0
Peru/AMA-UPCH-0261/2020,20D,0
Peru/AMA-UPCH-0272/2020,20D,0
Peru/AMA-UPCH-0263/2020,20D,0
Peru/AMA-UPCH-0270/2020,20D,0
Peru/ANC-INS-132/2020,20D,0
Kenya/C64712/2020,20D,0
Peru/LIM-UPCH-0205/2020,20D,0
Chile/KTG488/2020,20D,0
Chile/MA-194107-B/2020,20D,0
Chile/MA-212213/2020,20D,0
Chile/MA-212212/2020,20D,0
Chile/MA-194111-B/2020,20D,0
Serbia/Uzice-01450604/2020,20D,0
Mozambique/INS-K007956/2020,20D,0
SouthAfrica/R12680-20/2020,20D,0
SouthAfrica/R12681-20/2020,20D,0
SouthAfrica/KRISP-K002636/2020,20D,0
SouthAfrica/KRISP-K004556/2020,20D,0
Mozambique/INS-K007883/2020,20D,0
Mozambique/INS-K007876/2020,20D,0
Mozambique/INS-K007878/2020,20D,0
Mozambique/INS-K007905/2020,20D,0
Mozambique/INS-K008000/2021,20D,0
Mozambique/INS-K008167/2021,20D,0
Mozambique/INS-K007888/2020,20D,0
Mozambique/INS-K007874/2020,20D,0
Mozambique/INS-K007882/2020,20D,0
Mozambique/INS-K007875/2020,20D,0
Mozambique/INS-K007979/2021,20D,0
Mozambique/INS-K007907/2020,20D,0
Mozambique/INS-K007916/2020,20D,0
Mozambique/INS-K007897/2020,20D,0
Mozambique/INS-K007914/2020,20D,0
Mozambique/INS-K007937/2020,20D,0
Mozambique/INS-K007886/2020,20D,0
Mozambique/INS-K007912/2020,20D,0
Chile/MA-CADIUMAG-27/2020,20D,0
Chile/RM-85695/2020,20D,0
Chile/RM-109226/2020,20D,0
Chile/RM-170499/2020,20D,0
Argentina/INEI098554/2020,20D,0
Chile/RM-126534/2020,20D,0
Chile/RM-168934/2020,20D,0
Peru/LIM-UPCH-0165/2020,20D,0
Peru/LIM-UPCH-0301/2020,20D,0
Peru/LIM-UPCH-0302/2020,20D,0
Cameroon/CV437/2020,20D,0
Cameroon/CV406/2020,20D,0
Cameroon/Yaounde-20V-59295/2020,20D,0
Cameroon/Yaounde-20V-59296/2020,20D,0
Congo/Q001C115AG_2101-TM-r1-029/2021,20D,0
Zambia/ZMB-79096/2021,20D,0
Serbia/Belgrade-C267502210/2020,20D,0
Serbia/M16265/2020,20D,0
Serbia/Belgrade-C335512111/2020,20D,0
Peru/ANC-UPCH-0298/2020,20D,0
Peru/LIM-UPCH-0086/2020,20D,0
Peru/LIM-UPCH-0141/2020,20D,0
Australia/NSW1169/2020,20D,0
Australia/NSW3628/2020,20D,0
Australia/NSW1236/2020,20D,0
Peru/AMA-UPCH-0258/2020,20D,0
Pakistan/UN-UVAS-Lahore-II/2020,20D,0
USA/TX-HMH-MCoV-16139/2020,20D,0
Peru/LIM-INS-088/2020,20D,0
Denmark/DCGC-1064/2020,20D,0
Peru/LIM-UPCH-0167/2020,20D,0
Peru/LIM-UPCH-0175/2020,20D,0
Peru/LIM-UPCH-0168/2020,20D,0
Peru/LIM-UPCH-0144/2020,20D,0
Peru/LIM-UPCH-0198/2020,20D,0
Peru/LIM-INS-095/2020,20D,0
Peru/LIM-UPCH-0317/2020,20D,0
Peru/LIM-UPCH-0193/2020,20D,0
Peru/LIM-UPCH-0200/2020,20D,0
Peru/LIM-UPCH-0170/2020,20D,0
Peru/LIM-UPCH-0189/2020,20D,0
Australia/NSW2941/2020,20D,0
Australia/SAP601/2020,20D,0
Aruba/AW-RIVM-10698/2021,20D,0
Aruba/AW-RIVM-10522/2021,20D,0
Peru/LIM-UPCH-0090/2020,20D,0
Peru/LIM-UPCH-0203/2020,20D,0
Peru/LIM-UPCH-0311/2020,20D,0
Peru/LIM-UPCH-0312/2020,20D,0
Peru/LIM-UPCH-0321/2020,20D,0
Peru/LIM-UPCH-0318/2020,20D,0
Peru/LIM-UPCH-0188/2020,20D,0
Peru/LIM-UPCH-0204/2020,20D,0
Peru/LIM-INS-096/2020,20D,0
Peru/LIM-UPCH-0201/2020,20D,0
Peru/LIM-UPCH-0240/2020,20D,0
Poland/Pom7/2020,20D,0
Egypt/CUNCI-HGC12I043/2021,20D,0
Egypt/CUNCI-HGC12I031/2021,20D,0
Egypt/CUNCI-HGC9I010/2020,20D,0
Egypt/CUNCI-HGC9I027/2020,20D,0
Egypt/CUNCI-HGC11I010/2021,20D,0
Egypt/CUNCI-HGC12I034/2021,20D,0
Egypt/CUNCI-HGC9I035/2020,20D,0
Egypt/CUNCI-HGC8I037/2020,20D,0
Egypt/CUNCI-HGC12I008/2021,20D,0
Thailand/CU-SI2104740-NT/2021,20D,0
Egypt/CUNCI-HGC9I030/2020,20D,0
Egypt/CUNCI-HGC09I025/2020,20D,0
Egypt/CUNCI-HGC9I032/2020,20D,0
Egypt/CUNCI-HGC9I034/2020,20D,0
Egypt/CUNCI-HGC11I051/2021,20D,0
Egypt/CUNCI-HGC10I027/2020,20D,0
Egypt/CUNCI-HGC12I030/2021,20D,0
Egypt/CUNCI-HGC11I046/2021,20D,0
Egypt/ARMY-MCL0018/2020,20D,0
Egypt/ARMY-MCL005/2020,20D,0
Egypt/ARMY-MCL008/2020,20D,0
Egypt/ARMY-MCL009/2020,20D,0
Egypt/ARMY-MCL002/2020,20D,0
Egypt/ARMY-MCL003/2020,20D,0
Peru/LIM-UPCH-0208/2020,20D,0
Peru/LIM-UPCH-0353/2020,20D,0
Ecuador/USFQ-731/2021,20D,0
Ecuador/USFQ-732/2021,20D,0
Ecuador/USFQ-733/2021,20D,0
Ecuador/USFQ-734/2021,20D,0
Ecuador/USFQ-726/2021,20D,0
Ecuador/USFQ-735/2021,20D,0
Chile/RM-206395/2020,20D,0
Chile/RM-208464/2020,20D,0
BosniaandHerzegovina/AGC-SAR-002/2020,20D,0
Serbia/Becej-716762511/2020,20D,0
Serbia/Kosovska_Mitrovica-043980912/2020,20D,0
Serbia/Novi_Sad-NIVNS610111/2020,20D,0
Serbia/Belgrade-C322591611/2020,20D,0
Germany/NW-HHU-554/2020,20D,0
Peru/LIM-UPCH-0178/2020,20D,0
Peru/LIM-UPCH-0197/2020,20D,0
Peru/LIM-UPCH-0316/2020,20D,0
Peru/LIM-UPCH-0327/2020,20D,0
Peru/LIM-UPCH-0290/2020,20D,0
NewZealand/20CV0079/2020,20D,0
NewZealand/20VR3920/2020,20D,0
NewZealand/20VR3919/2020,20D,0
NewZealand/20CV0144/2020,20D,0
Italy/CAM-TIGEM-238/2020,20D,0
Italy/CAM-TIGEM-1169/2020,20D,0
Italy/CAM-TIGEM-1177/2020,20D,0
Tunisia/ADAGE-18212/2020,20D,0
Tunisia/ADAGE-17873/2020,20D,0
Tunisia/ADAGE-18505/2020,20D,0
Japan/Donner34/2020,20B,0
NewZealand/20VR1756/2020,20B,0
UnitedArabEmirates/1776/2020,20B,0
SouthAfrica/NHLS-UCT-GS-0086/2020,20B,0
Zimbabwe/ZW-6970/2020,20B,0
Zambia/ZMB-37084/2020,20B,0
Colombia/GUR-02933/2020,20B,0
Australia/QLD1231/2020,20B,0
Poland/PL_P34/2020,20B,0
Ukraine/203100338/2020,20B,0
Slovakia/UKBA-204/2020,20B,0
Bulgaria/37/2020,20B,0
Latvia/260/2021,20B,0
Cambodia/1875/2020,20B,0
Sweden/20-52037/2020,20B,0
Mexico/VER-InDRE-104/2020,20B,0
Canada/BC-BCCDC-4693/2020,20B,0
Mexico/TAM-InDRE_149/2020,20B,0
Mexico/VER-InDRE_152/2020,20B,0
Mexico/VER-InDRE_111/2021,20B,0
Mexico/TLA-InDRE_147/2020,20B,0
Spain/VC-FISABIO-25/2020,20B,0
Mexico/CMX-InDRE-07/2020,20B,0
NewZealand/20VR0189/2020,20B,0
Malaysia/3611/2020,20B,0
Colombia/BOG-INS-VG-57/2020,20B,0
BosniaandHerzegovina/VFS-UNSA-LMGFI004/2020,20B,0
Belarus/ChVir21889/2020,20B,0
Uganda/UG133/2020,20B,0
Uganda/UG131/2020,20B,0
Uganda/UG136/2020,20B,0
Mexico/CMX-InDRE-01/2020,20B,0
Ireland/WW-NVRL-AIIDV0379v4/2020,20B,0
Senegal/45557/2020,20B,0
India/UT-AR12/2020,20B,0
Canada/NB-NML-3280/2020,20B,0
Canada/NB-NML-3282/2020,20B,0
Colombia/NAR-GUR-0609/2020,20B,0
SouthKorea/KDCA0470/2020,20B,0
Canada/BC-BCCDC-10115/2021,20B,0
USA/VA-DCLS-0732/2020,20B,0
NewZealand/20CV0405/2020,20B,0
Australia/WA562/2020,20B,0
Belize/CDC-6840/2020,20B,0
Morocco/15N/2020,20B,0
Egypt/CPHL-NRC-4/2020,20B,0
India/TG-CCMB-AB415/2020,20B,0
Australia/WA140/2020,20B,0
India/MH-NIV-QA-707/2020,20B,0
India/MH-NIV-23098/2020,20B,0
Bahrain/090000572_S16_L001/2020,20B,0
India/MH-ICMR-1442/2020,20B,0
India/MH-ACTREC-036/2020,20B,0
India/MH-NIV-17002/2020,20B,0
Bahrain/340846550_S17_L001/2020,20B,0
Bahrain/340654690/2020,20B,0
NewZealand/20CV0392/2020,20B,0
India/MH-NIV-229771/2020,20B,0
Bahrain/920457371_S3/2020,20B,0
Bahrain/341063863_S17_L001/2020,20B,0
Bahrain/340861174_S24_L001/2020,20B,0
Bahrain/341063898_S19_L001/2020,20B,0
Bahrain/920457147/2020,20B,0
Bahrain/341038078_S3_L001/2020,20B,0
Bahrain/250182775/2020,20B,0
Bahrain/340513774_S1_L001/2020,20B,0
Zambia/ZMB-34496/2020,20B,0
Canada/BC-BCCDC-5886/2020,20B,0
Canada/BC-BCCDC-8083/2020,20B,0
Canada/MB-NML-5687/2020,20B,0
Canada/MB-NML-5678/2020,20B,0
Croatia/Zagreb-29/2020,20B,0
Georgia/Tb-97937/2020,20B,0
Palestine/89/2020,20B,0
Palestine/WB-AQU-1/2020,20B,0
Palestine/WB-AQU-P3/2020,20B,0
Israel/CVL-152ngs/2020,20B,0
Palestine/AAS24/2020,20B,0
Palestine/82/2020,20B,0
Palestine/42/2020,20B,0
Palestine/51/2020,20B,0
Israel/CVL-26-ngs/2020,20B,0
Palestine/AAS26/2020,20B,0
Palestine/AAS25/2020,20B,0
Israel/CVL-246ngs/2020,20B,0
Israel/CVL-2015/2021,20B,0
Israel/CVL-103-ngs/2020,20B,0
Palestine/AAS27/2020,20B,0
Palestine/AAS46/2021,20B,0
Palestine/AAS16/2020,20B,0
Palestine/AAS15/2020,20B,0
Israel/CVL-244-ngs/2020,20B,0
Palestine/AAS45/2021,20B,0
Australia/QLD1011/2020,20B,0
Japan/PG-0369/2020,20B,0
SouthKorea/KDCA0133/2020,20B,0
Switzerland/ZH-ETHZ-150001/2020,20B,0
SouthKorea/KDCA0469/2020,20B,0
NorthMacedonia/883/2020,20B,0
Nigeria/LA-CV386/2020,20B,0
Switzerland/BS-ETHZ-130020/2020,20B,0
NorthMacedonia/16351-2/2020,20B,0
NorthMacedonia/11602/2020,20B,0
NorthMacedonia/16076/2020,20B,0
Singapore/1118/2020,20B,0
Japan/NGY-NNH-054/2020,20B,0
Japan/Donner123/2020,20B,0
Japan/Donner126/2020,20B,0
Japan/Donner99/2020,20B,0
Japan/Donner102/2020,20B,0
Thailand/Chonburi-SQ-NT0031/2020,20B,0
Japan/NGY-NNH-012/2020,20B,0
Japan/Donner125/2020,20B,0
Japan/Donner217/2020,20B,0
Japan/NGY-NNH-055/2020,20B,0
Japan/Donner229/2020,20B,0
Japan/Donner135/2020,20B,0
Japan/Donner215/2020,20B,0
Russia/MOS-CRIE-13675724/2020,20B,0
USA/CO-CDPHE-2010280212/2020,20B,0
USA/KS-KHEL-0087/2021,20B,0
Brazil/RS-11918/2020,20B,0
Brazil/PB-16616/2020,20B,0
Suriname/SR-46/2020,20B,0
Brazil/AP-IEC-177382/2020,20B,0
Brazil/RJ-00515/2020,20B,0
Brazil/RJ-00578/2020,20B,0
Uruguay/UY-667/2020,20B,0
Chile/RM-207231/2020,20B,0
Uruguay/TYT-M70/2020,20B,0
Uruguay/M296/2020,20B,0
Uruguay/M292/2020,20B,0
Uruguay/TYT-M133/2020,20B,0
Uruguay/TYT-M49/2020,20B,0
Uruguay/TYT-M57/2020,20B,0
Uruguay/TYT-M135/2020,20B,0
Uruguay/TYT-M95/2020,20B,0
Uruguay/TYT-M64/2020,20B,0
Uruguay/TYT-M68/2020,20B,0
Chile/RM-130081/2020,20B,0
Chile/RM-86748-TC1/2020,20B,0
Chile/AR-208475/2020,20B,0
Chile/RM-208555/2020,20B,0
Chile/RM-153390/2020,20B,0
Chile/RM-171011/2020,20B,0
Chile/Atac2-2/2020,20B,0
Chile/RM-CMM-ADC1858/2020,20B,0
Chile/RM-188963/2020,20B,0
NewZealand/20CV0627/2020,20B,0
Chile/BI-206419/2020,20B,0
Chile/MA-201641/2020,20B,0
Chile/AR-208477/2020,20B,0
Chile/MA-212211/2020,20B,0
Chile/NB-207885/2020,20B,0
Chile/BI-206420/2020,20B,0
Chile/NB-207884/2020,20B,0
Brazil/RJ-00485/2020,20B,0
Brazil/SP-HIAE-ID23/2020,20B,0
Brazil/AM-20843049KC/2020,20B,0
Argentina/INEI097339/2020,20B,0
Argentina/INEI024145/2020,20B,0
Argentina/INEI095283/2020,20B,0
Chile/NB-196349/2020,20B,0
Brazil/SP-931/2020,20B,0
Brazil/PA-IEC-177044/2020,20B,0
Brazil/PA-IEC-177045/2020,20B,0
Brazil/RJ-00481/2020,20B,0
Brazil/SP-1161/2020,20B,0
Brazil/RS-00671/2020,20B,0
Brazil/RS-15287/2020,20B,0
Brazil/RS-00625/2020,20B,0
Chile/MA-212210/2020,20B,0
Brazil/AM-IEC-177317/2021,20B,0
Brazil/RJ-00488/2020,20B,0
Brazil/RJ-00535/2020,20B,0
Brazil/RJ-00493/2020,20B,0
Brazil/RJ-00492/2020,20B,0
Chile/AN-195419/2020,20B,0
Kenya/C42964/2020,20B,0
Kenya/C77138/2020,20B,0
Brazil/RJ-00487/2020,20B,0
Brazil/RS-31289/2020,20B,0
Bolivia/26939/2020,20B,0
Brazil/RJ-00499/2020,20B,0
Brazil/RJ-00490/2020,20B,0
Brazil/RJ-00504/2020,20B,0
Argentina/INEI095674/2020,20B,0
Argentina/INEI096315/2020,20B,0
Argentina/INEI096397/2020,20B,0
Argentina/INEI097659/2020,20B,0
Argentina/INEI096022/2020,20B,0
Argentina/INEI097378/2020,20B,0
Argentina/INEI097145/2020,20B,0
Argentina/INEI096305/2020,20B,0
Argentina/INEI095573/2020,20B,0
Argentina/INEI095276/2020,20B,0
Argentina/INEI095450/2020,20B,0
Argentina/INEI097811/2020,20B,0
Argentina/INEI098730/2020,20B,0
Argentina/INEI096492/2020,20B,0
Argentina/INEI095287/2020,20B,0
Argentina/INEI095695/2020,20B,0
Argentina/INEI095845/2020,20B,0
Argentina/INEI097370/2020,20B,0
Argentina/INEI097387/2020,20B,0
Argentina/INEI096369/2020,20B,0
Argentina/INEI082916/2020,20B,0
Argentina/INEI097148/2020,20B,0
Argentina/INEI095357/2020,20B,0
Argentina/INEI097191/2020,20B,0
Argentina/INEI096269/2020,20B,0
Argentina/INEI098447/2020,20B,0
Argentina/INEI098454/2020,20B,0
